project,commit,coveredClass,coveredClassPath,dstar,ochiai,tarantula,barinel,uniq_changes,developers,age,isSusFlaky
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.authorization$Mode,alluxio/core/common/src/main/java/alluxio/security/authorization/Mode.java,50.0,0.9128709291752768,1.0,1.0,17,5,4382112.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio$StreamCache$1,alluxio/core/server/proxy/src/main/java/alluxio/StreamCache.java,27.0,0.8660254037844386,1.0,1.0,7,3,4802117.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.proxy$PathsRestServiceHandler$2,alluxio/core/server/proxy/src/main/java/alluxio/proxy/PathsRestServiceHandler.java,27.0,0.8660254037844386,1.0,1.0,4,1,7794019.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.proxy$StreamsRestServiceHandler,alluxio/core/server/proxy/src/main/java/alluxio/proxy/StreamsRestServiceHandler.java,27.0,0.8660254037844386,1.0,1.0,7,1,7794019.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.proxy$StreamsRestServiceHandler$3,alluxio/core/server/proxy/src/main/java/alluxio/proxy/StreamsRestServiceHandler.java,27.0,0.8660254037844386,1.0,1.0,7,1,7794019.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.proxy$StreamsRestServiceHandler$1,alluxio/core/server/proxy/src/main/java/alluxio/proxy/StreamsRestServiceHandler.java,27.0,0.8660254037844386,1.0,1.0,7,1,7794019.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.authentication$NoSaslTransportProvider,alluxio/core/common/src/main/java/alluxio/security/authentication/NoSaslTransportProvider.java,2.0869565217391304,0.3849001794597505,0.9081225033288948,1.1824409375115478e-14,15,5,12019905.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.resource$DynamicResourcePool$1,alluxio/core/common/src/main/java/alluxio/resource/DynamicResourcePool.java,1.0,0.2785430072655778,0.8676844783715013,2.9029070535150228e-15,35,7,428036.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.underfs$UnderFileSystemWithLogging$1,alluxio/core/common/src/main/java/alluxio/underfs/UnderFileSystemWithLogging.java,0.4111675126903553,0.1823492021564492,0.7250177179305457,1.9656918547908345e-19,8,5,86568.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$FileSystemMasterWorkerService$getUfsInfo_args,alluxio/core/common/src/main/java/alluxio/thrift/FileSystemMasterWorkerService.java,0.4070351758793969,0.1814575136727401,0.7229681978798587,1.7611986794821562e-19,48,9,781505.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$FileSystemMasterWorkerService$getUfsInfo_args$getUfsInfo_argsStandardScheme,alluxio/core/common/src/main/java/alluxio/thrift/FileSystemMasterWorkerService.java,0.4070351758793969,0.1814575136727401,0.7229681978798587,1.7611986794821562e-19,48,9,781505.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$FileSystemMasterWorkerService$getUfsInfo_result,alluxio/core/common/src/main/java/alluxio/thrift/FileSystemMasterWorkerService.java,0.4070351758793969,0.1814575136727401,0.7229681978798587,1.7611986794821562e-19,48,9,781505.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$UfsInfo,alluxio/core/common/src/main/java/alluxio/thrift/UfsInfo.java,0.4070351758793969,0.1814575136727401,0.7229681978798587,1.7611986794821562e-19,3,1,783395.0,0.0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$FileSystemMasterWorkerService$getUfsInfo_result$getUfsInfo_resultStandardScheme,alluxio/core/common/src/main/java/alluxio/thrift/FileSystemMasterWorkerService.java,0.4070351758793969,0.1814575136727401,0.7229681978798587,1.7611986794821562e-19,48,9,781505.0,0.0
