project,commit,coveredClass,coveredClassPath,dstar,ochiai,tarantula,barinel,uniq_changes,developers,age,isSusFlaky
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$StandardEnterpriseSecurityContext,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/StandardEnterpriseSecurityContext.java,0.0,0.0,0.0,0.0,9,3,2968668.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$ShiroSubject,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/ShiroSubject.java,0.0,0.0,0.0,0.0,2,1,26335949.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$StandardEnterpriseSecurityContext$NeoShiroSubject,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/StandardEnterpriseSecurityContext.java,0.0,0.0,0.0,0.0,9,3,2968668.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$FileRoleRepository,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/FileRoleRepository.java,0.0,0.0,0.0,0.0,15,4,18730119.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$RoleSerialization,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/RoleSerialization.java,0.0,0.0,0.0,0.0,4,2,25979462.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$ShiroAuthenticationInfo,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/ShiroAuthenticationInfo.java,0.0,0.0,0.0,0.0,9,3,4182373.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$StandardEnterpriseSecurityContext$StandardAccessMode,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/StandardEnterpriseSecurityContext.java,0.0,0.0,0.0,0.0,9,3,2968668.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$AuthProceduresBase$StringResult,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/AuthProceduresBase.java,0.0,0.0,0.0,0.0,12,6,4182373.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$RoleRepository,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/RoleRepository.java,0.0,0.0,0.0,0.0,14,5,6818910.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$SecurityProcedures,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/SecurityProcedures.java,0.0,0.0,0.0,0.0,5,2,9908369.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$AuthProceduresBase$UserResult,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/AuthProceduresBase.java,0.0,0.0,0.0,0.0,12,6,4182373.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth.plugin$PluginRealm,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/plugin/PluginRealm.java,0.0,0.0,0.0,0.0,18,2,15366820.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth.plugin$PluginRealm$PluginRealmOperations,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/plugin/PluginRealm.java,0.0,0.0,0.0,0.0,18,2,15366820.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth.plugin$PluginRealm$PluginRealmOperations$1,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/plugin/PluginRealm.java,0.0,0.0,0.0,0.0,18,2,15366820.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth.plugin$PluginRealm$CredentialsMatcher,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/plugin/PluginRealm.java,0.0,0.0,0.0,0.0,18,2,15366820.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth.plugin$PluginApiAuthToken,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/plugin/PluginApiAuthToken.java,0.0,0.0,0.0,0.0,4,1,16445194.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth.plugin$PluginAuthInfo,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/plugin/PluginAuthInfo.java,0.0,0.0,0.0,0.0,9,1,17013250.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth.plugin$PluginAuthenticationInfo,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/plugin/PluginAuthenticationInfo.java,0.0,0.0,0.0,0.0,9,3,4182373.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth.plugin$PluginShiroAuthToken,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/plugin/PluginShiroAuthToken.java,0.0,0.0,0.0,0.0,1,1,18741623.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth.plugin$PluginAuthorizationInfo,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/plugin/PluginAuthorizationInfo.java,0.0,0.0,0.0,0.0,4,1,18723693.0,0.0
neo4j,dd15215b0de8504fd743310892e772dbfc7f616b,org.neo4j.server.security.enterprise.auth$AuthProceduresBase$RoleResult,neo4j/enterprise/security/src/main/java/org/neo4j/server/security/enterprise/auth/AuthProceduresBase.java,0.0,0.0,0.0,0.0,12,6,4182373.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.util$MonotonicCounter$1,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/util/MonotonicCounter.java,0.3333333333333333,0.5,1.0,1.0,1,1,35178784.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.api.security$AuthSubject$2,neo4j/community/kernel/src/main/java/org/neo4j/kernel/api/security/AuthSubject.java,0.3333333333333333,0.5,1.0,1.0,27,8,12880792.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.graphdb.factory$GraphDatabaseFactory,neo4j/community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseFactory.java,0.2,0.2886751345948129,0.9986173522295196,2.5089018975452307e-06,71,24,4861751.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.coreapi.schema$IndexCreatorImpl,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/schema/IndexCreatorImpl.java,0.1758241758241758,0.2051956704170308,0.9844948032032714,1.471020978634372e-17,23,8,18454097.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.api.query$SimpleState,neo4j/community/kernel/src/main/java/org/neo4j/kernel/api/query/SimpleState.java,0.1666666666666666,0.25,0.9979274611398964,1.0058283805847169e-07,4,2,20555914.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api$ExecutingQueryList$Entry,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/ExecutingQueryList.java,0.1428571428571428,0.2236067977499789,0.997238522609596,8.38860799999998e-09,11,5,18798511.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.query.clientconnection$ClientConnectionInfo$ConnectionInfoWithUsername,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/query/clientconnection/ClientConnectionInfo.java,0.125,0.2041241452319315,0.9965505346671266,1.107720047255455e-09,4,2,17281403.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.coreapi.schema$IndexDefinitionImpl,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/coreapi/schema/IndexDefinitionImpl.java,0.10062893081761,0.1566520899975914,0.9732187973724103,3.74033001959508e-20,28,8,6573821.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.query.clientconnection$ClientConnectionInfo,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/query/clientconnection/ClientConnectionInfo.java,0.1,0.1767766952966368,0.9951774026868756,4.5715820018443765e-11,4,2,17281403.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.api.query$ExecutingQueryStatus,neo4j/community/kernel/src/main/java/org/neo4j/kernel/api/query/ExecutingQueryStatus.java,0.0833333333333333,0.1581138830084189,0.9938080495356038,3.874204889999992e-12,5,3,13998741.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.transaction.log.checkpoint$CheckPointScheduler$1,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/log/checkpoint/CheckPointScheduler.java,0.0769230769230769,0.1507556722888818,0.993124785149536,1.3513057093104018e-12,16,7,12633777.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.helpers$FutureAdapter,neo4j/community/kernel/src/main/java/org/neo4j/helpers/FutureAdapter.java,0.0555555555555555,0.125,0.9897225077081192,2.1589835672287203e-14,27,11,-2011.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.transaction.state$Loaders$7,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/state/Loaders.java,0.0536912751677852,0.1150870675296872,0.9509545753785384,4.1396271399099204e-23,23,7,5805546.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.api.query$ExecutingQuery,neo4j/community/kernel/src/main/java/org/neo4j/kernel/api/query/ExecutingQuery.java,0.0526315789473684,0.1212678125181664,0.9890448476549129,1.1061113412434884e-14,41,4,522258.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.transaction.command$Command$LabelTokenCommand,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/command/Command.java,0.0526315789473684,0.1139605764596379,0.9500164419598816,3.3323731305628103e-23,44,13,3130270.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.state$TxState$13,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/state/TxState.java,0.0498442367601246,0.1109400392450458,0.9473684210526316,1.8428902042537506e-23,120,23,5554130.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api$SchemaWriteGuard,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/SchemaWriteGuard.java,0.0493827160493827,0.1104315260748465,0.9469026548672568,1.66535017928639e-23,15,7,10986865.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.api.schema.index$IndexDescriptor$Filter,neo4j/community/kernel/src/main/java/org/neo4j/kernel/api/schema/index/IndexDescriptor.java,0.0434782608695652,0.1091089451179962,0.9863434619324,1.075973998585662e-15,2,2,-159996.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.store$LongerShortString$3,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/store/LongerShortString.java,0.04,0.1042572070285373,0.984998295260825,3.947120541030125e-16,60,10,4172796.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.transaction.state.storeview$LabelScanViewNodeStoreScan,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/state/storeview/LabelScanViewNodeStoreScan.java,0.04,0.0995584967399958,0.9508502468458584,1.0909716581154668e-22,15,5,2173587.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.transaction.state.storeview$LabelScanViewIdIterator,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/state/storeview/LabelScanViewIdIterator.java,0.04,0.0995584967399958,0.9508502468458584,1.0909716581154668e-22,7,4,6668588.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.index.labelscan$CompositeLabelScanValueIterator,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/index/labelscan/CompositeLabelScanValueIterator.java,0.0384615384615384,0.0976416832356179,0.9489762400087596,7.107791443529892e-23,2,2,14219002.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.index.labelscan$NativeLabelScanReader,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/index/labelscan/NativeLabelScanReader.java,0.0344827586206896,0.0924939623967311,0.9433982801785132,2.1547477386554725e-23,8,3,10125227.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.index.labelscan$LabelScanValueIterator,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/index/labelscan/LabelScanValueIterator.java,0.0342205323193916,0.0921442675250926,0.942987705363943,1.982204888885273e-23,6,3,10125227.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api$IndexValueLengthValidator,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/IndexValueLengthValidator.java,0.0333333333333333,0.0944911182523068,0.981651376146789,4.516650034977012e-17,2,1,27815451.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api$IndexSimpleValueValidator,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/IndexSimpleValueValidator.java,0.0294117647058823,0.0883883476483184,0.978990172822772,1.0373215956637e-17,4,3,9073593.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$BatchingMultipleIndexPopulator,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/BatchingMultipleIndexPopulator.java,0.0294117647058823,0.0854704323447284,0.9342459846933276,3.782321039546597e-24,34,12,3039009.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$BatchingMultipleIndexPopulator$BatchingStoreScan,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/BatchingMultipleIndexPopulator.java,0.0288461538461538,0.084649897197465,0.9330390784799224,3.058215673005117e-24,34,12,3039009.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.transaction.state$Loaders$5,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/state/Loaders.java,0.0282131661442006,0.0837218358278921,0.9316349564656562,2.398845599738589e-24,23,7,5805546.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.store.counts$CountsUpdater$Write,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/store/counts/CountsUpdater.java,0.026865671641791,0.0817102066054265,0.9284413497589716,1.4039056322666842e-24,10,7,18558750.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$FailedPopulatingIndexProxyFactory,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/FailedPopulatingIndexProxyFactory.java,0.0267857142857142,0.0815892439830631,0.928242476170076,1.3588323047327383e-24,18,9,16148887.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$PopulatingIndexProxy,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/PopulatingIndexProxy.java,0.0267857142857142,0.0815892439830631,0.928242476170076,1.3588323047327383e-24,71,20,3046249.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.store.counts.keys$IndexSampleKey,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/store/counts/keys/IndexSampleKey.java,0.0267062314540059,0.0814688169890352,0.9280436877610022,1.3153330372444464e-24,8,6,18572869.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.store.counts.keys$IndexKey,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/store/counts/keys/IndexKey.java,0.0266272189349112,0.081348921681996,0.9278449844770368,1.2733484525370955e-24,9,7,18572869.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.store.counts.keys$IndexStatisticsKey,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/store/counts/keys/IndexStatisticsKey.java,0.0266272189349112,0.081348921681996,0.9278449844770368,1.2733484525370955e-24,8,6,18572869.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$IndexPopulationJobController$IndexPopulationJobWrapper,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/IndexPopulationJobController.java,0.0265486725663716,0.0812295541610823,0.9276463662635128,1.2328215784981204e-24,1,1,0.0,1.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.transaction.command$LabelUpdateWork,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/command/LabelUpdateWork.java,0.0259365994236311,0.0802931591358283,0.9260604765466396,9.549630321056978e-25,4,4,11554834.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$IndexPopulationJob,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/IndexPopulationJob.java,0.0259365994236311,0.0802931591358283,0.9260604765466396,9.549630321056978e-25,84,20,3046249.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.store.record$SchemaRecord,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/store/record/SchemaRecord.java,0.0257879656160458,0.0800640769025435,0.925664851009292,8.967179929158503e-25,3,1,53288564.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$FlippableIndexProxy,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/FlippableIndexProxy.java,0.0256410256410256,0.0798369443118524,0.9252695633607344,8.423269179441258e-25,61,17,3788488.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$MultipleIndexPopulator$1,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/MultipleIndexPopulator.java,0.0254957507082152,0.0796117338651412,0.9248746131682852,7.9151506857923615e-25,48,11,2173587.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$AbstractDelegatingIndexProxy,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/AbstractDelegatingIndexProxy.java,0.0253521126760563,0.0793884186037444,0.92448,7.440286826034201e-25,40,12,16148887.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$DelegatingIndexProxy,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/DelegatingIndexProxy.java,0.0253521126760563,0.0793884186037444,0.92448,7.440286826034201e-25,8,4,55961316.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$ContractCheckingIndexProxy,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/ContractCheckingIndexProxy.java,0.0253521126760563,0.0793884186037444,0.92448,7.440286826034201e-25,31,10,9087041.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$MultipleIndexPopulator$NodePopulationVisitor,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/MultipleIndexPopulator.java,0.0252808988764044,0.0792774633872534,0.924282819665138,7.214585503596656e-25,48,11,2173587.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.api.index$MultipleIndexPopulator$DelegatingStoreScan,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/MultipleIndexPopulator.java,0.0252808988764044,0.0792774633872534,0.924282819665138,7.214585503596656e-25,48,11,2173587.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.store.allocator$ReusableRecordsCompositeAllocator,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/store/allocator/ReusableRecordsCompositeAllocator.java,0.0249307479224376,0.0787295821622217,0.9232981783317352,6.192645077207468e-25,2,2,14219002.0,0.0
neo4j,bae14c89615834ffed1c123a7ac8dfe8811daccd,org.neo4j.kernel.impl.store.record$SchemaRuleSerialization$1,neo4j/community/kernel/src/main/java/org/neo4j/kernel/impl/store/record/SchemaRuleSerialization.java,0.0242587601078167,0.0776670559617746,0.921335175932816,4.590994659749588e-25,13,5,13998741.0,0.0
