project,commit,coveredClass,coveredClassPath,isSusFlaky,sm_dates,sm_randoms,sm_io,sm_collections,sm_threads,sm_networks,sm_lines,sm_doi,sm_cc
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.thread$IgniteThread,ignite/modules/core/src/main/java/org/apache/ignite/thread/IgniteThread.java,0,0,0,0,0,1,0,140,1,0
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.cluster$ClusterTopologyCheckedException,ignite/modules/core/src/main/java/org/apache/ignite/internal/cluster/ClusterTopologyCheckedException.java,0,0,0,0,0,0,0,40,1,0
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.managers.deployment$GridDeploymentCommunication,ignite/modules/core/src/main/java/org/apache/ignite/internal/managers/deployment/GridDeploymentCommunication.java,0,0,0,0,0,2,0,444,0,31
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.processors.cache.distributed.dht$GridDhtCacheEntry,ignite/modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridDhtCacheEntry.java,0,0,0,0,1,3,0,804,3,52
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.util.lang.gridfunc$HasNotEqualIdPredicate,ignite/modules/core/src/main/java/org/apache/ignite/internal/util/lang/gridfunc/HasNotEqualIdPredicate.java,0,0,0,0,0,0,0,23,0,0
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.configuration$CacheConfiguration,ignite/modules/core/src/main/java/org/apache/ignite/configuration/CacheConfiguration.java,0,0,0,0,2,0,0,2070,1,21
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.util.nio$GridConnectionBytesVerifyFilter,ignite/modules/core/src/main/java/org/apache/ignite/internal/util/nio/GridConnectionBytesVerifyFilter.java,0,0,0,0,0,0,0,115,1,6
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.processors.cache$GridCacheUpdateAtomicResult,ignite/modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheUpdateAtomicResult.java,0,0,0,0,0,0,0,216,0,0
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.processors.odbc$SqlListenerNioListener,ignite/modules/core/src/main/java/org/apache/ignite/internal/processors/odbc/SqlListenerNioListener.java,0,0,0,0,0,0,0,228,1,11
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.processors.affinity$HistoryAffinityAssignment,ignite/modules/core/src/main/java/org/apache/ignite/internal/processors/affinity/HistoryAffinityAssignment.java,0,0,0,0,0,0,0,136,0,10
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.processors.cache.distributed.dht$GridPartitionedSingleGetFuture,ignite/modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/GridPartitionedSingleGetFuture.java,0,0,0,0,0,0,0,725,2,57
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.spi.discovery.tcp.messages$TcpDiscoveryClientAckResponse,ignite/modules/core/src/main/java/org/apache/ignite/spi/discovery/tcp/messages/TcpDiscoveryClientAckResponse.java,0,0,0,0,0,0,0,38,1,0
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.processors.cache$GridCacheAtomicVersionComparator,ignite/modules/core/src/main/java/org/apache/ignite/internal/processors/cache/GridCacheAtomicVersionComparator.java,0,0,0,0,0,0,0,28,0,2
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.util$GridPartitionStateMap,ignite/modules/core/src/main/java/org/apache/ignite/internal/util/GridPartitionStateMap.java,0,0,0,0,0,0,0,188,1,10
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.util.lang.gridfunc$TransformFilteringIterator,ignite/modules/core/src/main/java/org/apache/ignite/internal/util/lang/gridfunc/TransformFilteringIterator.java,0,0,0,0,0,0,0,106,1,9
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.processors.cache$StoredCacheData,ignite/modules/core/src/main/java/org/apache/ignite/internal/processors/cache/StoredCacheData.java,0,0,0,0,0,0,0,59,0,0
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.processors.cache.query$GridCacheQueryInfo,ignite/modules/core/src/main/java/org/apache/ignite/internal/processors/cache/query/GridCacheQueryInfo.java,0,0,0,0,0,0,0,141,0,0
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.util.tostring$GridToStringThreadLocal,ignite/modules/core/src/main/java/org/apache/ignite/internal/util/tostring/GridToStringThreadLocal.java,0,0,0,0,0,0,0,40,0,0
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.managers.loadbalancer$GridLoadBalancerManager,ignite/modules/core/src/main/java/org/apache/ignite/internal/managers/loadbalancer/GridLoadBalancerManager.java,0,0,0,0,0,0,0,72,1,5
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.util.lang.gridfunc$IsNotAllPredicate,ignite/modules/core/src/main/java/org/apache/ignite/internal/util/lang/gridfunc/IsNotAllPredicate.java,0,0,0,0,0,0,0,23,0,0
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.processors.cache.distributed$GridDistributedLockRequest,ignite/modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/GridDistributedLockRequest.java,0,0,0,0,0,0,0,547,3,33
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.binary.streams$BinaryAbstractStream,ignite/modules/core/src/main/java/org/apache/ignite/internal/binary/streams/BinaryAbstractStream.java,0,0,0,0,0,0,0,23,0,0
ignite,9cfb05011ab5085c8166fc0ba8b1047906845694,org.apache.ignite.internal.processors.cache$CacheStoppedException,ignite/modules/core/src/main/java/org/apache/ignite/internal/processors/cache/CacheStoppedException.java,0,0,0,0,0,0,0,10,1,0
