project,commit,coveredClass,coveredClassPath,isSusFlaky,sm_dates,sm_randoms,sm_io,sm_collections,sm_threads,sm_networks,sm_lines,sm_doi,sm_cc
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.protocol.databuffer$DataByteBuffer,alluxio/core/common/src/main/java/alluxio/network/protocol/databuffer/DataByteBuffer.java,0,0,0,0,0,0,0,47,0,1
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.wire$TtlAction,alluxio/core/common/src/main/java/alluxio/wire/TtlAction.java,0,0,0,0,0,0,0,51,1,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.time$ThreadSleeper,alluxio/core/common/src/main/java/alluxio/time/ThreadSleeper.java,0,0,0,0,0,1,0,11,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$LockBlockTOptions,alluxio/core/common/src/main/java/alluxio/thrift/LockBlockTOptions.java,0,0,0,0,1,0,0,759,0,77
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.collections$IndexDefinition,alluxio/core/common/src/main/java/alluxio/collections/IndexDefinition.java,0,0,0,0,0,0,0,30,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.proxy$StreamsRestServiceHandler,alluxio/core/server/proxy/src/main/java/alluxio/proxy/StreamsRestServiceHandler.java,0,0,0,2,0,0,0,88,0,3
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception$InvalidWorkerStateException,alluxio/core/common/src/main/java/alluxio/exception/InvalidWorkerStateException.java,0,0,0,0,0,0,0,43,3,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio$Configuration,alluxio/core/common/src/main/java/alluxio/Configuration.java,0,0,0,0,2,0,0,487,0,25
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$CompleteFileTOptions,alluxio/core/common/src/main/java/alluxio/thrift/CompleteFileTOptions.java,0,0,0,0,1,0,0,354,0,23
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.metrics$MetricsConfig,alluxio/core/common/src/main/java/alluxio/metrics/MetricsConfig.java,0,0,0,0,0,0,0,97,0,6
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$DeleteTOptions,alluxio/core/common/src/main/java/alluxio/thrift/DeleteTOptions.java,0,0,0,0,1,0,0,454,0,38
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.authentication$PlainSaslServerCallbackHandler,alluxio/core/common/src/main/java/alluxio/security/authentication/PlainSaslServerCallbackHandler.java,0,0,0,0,0,0,0,48,0,5
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$SetAttributeTOptions,alluxio/core/common/src/main/java/alluxio/thrift/SetAttributeTOptions.java,0,0,0,0,1,0,0,1087,0,140
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.util$ThreadFactoryUtils,alluxio/core/common/src/main/java/alluxio/util/ThreadFactoryUtils.java,0,0,0,0,0,0,0,15,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception.status$NotFoundException,alluxio/core/common/src/main/java/alluxio/exception/status/NotFoundException.java,0,0,0,0,0,0,0,25,3,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.wire$WorkerInfo,alluxio/core/common/src/main/java/alluxio/wire/WorkerInfo.java,0,0,0,0,0,0,0,182,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception$InvalidPathException,alluxio/core/common/src/main/java/alluxio/exception/InvalidPathException.java,0,0,0,0,0,0,0,43,3,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception$AlluxioException,alluxio/core/common/src/main/java/alluxio/exception/AlluxioException.java,0,0,0,0,0,0,0,39,2,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.util.io$ByteIOUtils,alluxio/core/common/src/main/java/alluxio/util/io/ByteIOUtils.java,0,0,0,0,0,0,0,228,0,1
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.wire$WorkerNetAddress,alluxio/core/common/src/main/java/alluxio/wire/WorkerNetAddress.java,0,0,0,0,0,0,0,140,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.collections$Pair,alluxio/core/common/src/main/java/alluxio/collections/Pair.java,0,0,0,0,0,0,0,66,0,1
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.retry$TimeoutRetry,alluxio/core/common/src/main/java/alluxio/retry/TimeoutRetry.java,0,0,0,0,0,0,0,43,0,3
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.connection$NettyChannelPool,alluxio/core/common/src/main/java/alluxio/network/connection/NettyChannelPool.java,0,0,0,0,0,0,0,89,1,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.proxy$PathsRestServiceHandler,alluxio/core/server/proxy/src/main/java/alluxio/proxy/PathsRestServiceHandler.java,0,0,0,0,1,0,0,320,0,12
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.authentication$SimpleAuthenticationProvider,alluxio/core/common/src/main/java/alluxio/security/authentication/SimpleAuthenticationProvider.java,0,0,0,0,0,0,0,11,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.util$CommonUtils,alluxio/core/common/src/main/java/alluxio/util/CommonUtils.java,0,0,0,0,0,3,0,455,0,22
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio$StandardURI,alluxio/core/common/src/main/java/alluxio/StandardURI.java,0,0,0,0,0,0,1,119,0,7
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.authentication$PlainSaslClientCallbackHandler,alluxio/core/common/src/main/java/alluxio/security/authentication/PlainSaslClientCallbackHandler.java,0,0,0,0,0,0,0,31,0,3
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.login$AlluxioLoginModule,alluxio/core/common/src/main/java/alluxio/security/login/AlluxioLoginModule.java,0,0,0,0,0,2,0,127,0,8
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.wire$LockBlockResult,alluxio/core/common/src/main/java/alluxio/wire/LockBlockResult.java,0,0,0,0,0,0,0,181,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.underfs.options$DeleteOptions,alluxio/core/common/src/main/java/alluxio/underfs/options/DeleteOptions.java,0,0,0,0,0,0,0,59,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.authentication$CustomAuthenticationProvider,alluxio/core/common/src/main/java/alluxio/security/authentication/CustomAuthenticationProvider.java,0,0,0,0,0,0,0,37,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$LockBlockResult,alluxio/core/common/src/main/java/alluxio/thrift/LockBlockResult.java,0,0,0,0,1,0,0,567,0,55
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception.status$AlreadyExistsException,alluxio/core/common/src/main/java/alluxio/exception/status/AlreadyExistsException.java,0,0,0,0,0,0,0,25,3,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$MountTOptions,alluxio/core/common/src/main/java/alluxio/thrift/MountTOptions.java,0,0,0,0,1,0,0,613,0,62
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.authentication$PlainSaslServerProvider,alluxio/core/common/src/main/java/alluxio/security/authentication/PlainSaslServerProvider.java,0,0,0,0,0,0,0,15,2,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.wire$ThriftUtils,alluxio/core/common/src/main/java/alluxio/wire/ThriftUtils.java,0,0,0,0,0,0,0,223,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.underfs$UnderFileSystemConfiguration,alluxio/core/common/src/main/java/alluxio/underfs/UnderFileSystemConfiguration.java,0,0,0,0,2,0,0,48,0,3
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.protocol$RPCMessageEncoder,alluxio/core/common/src/main/java/alluxio/network/protocol/RPCMessageEncoder.java,0,0,0,0,0,0,0,44,1,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$AlluxioTException,alluxio/core/common/src/main/java/alluxio/thrift/AlluxioTException.java,0,0,0,0,1,0,0,476,1,42
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.underfs$AtomicFileOutputStream,alluxio/core/common/src/main/java/alluxio/underfs/AtomicFileOutputStream.java,0,0,0,0,0,0,0,67,1,4
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.underfs.options$FileLocationOptions,alluxio/core/common/src/main/java/alluxio/underfs/options/FileLocationOptions.java,0,0,0,0,0,0,0,59,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.underfs.options$CreateOptions,alluxio/core/common/src/main/java/alluxio/underfs/options/CreateOptions.java,0,0,0,0,0,0,0,148,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.wire$LoadMetadataType,alluxio/core/common/src/main/java/alluxio/wire/LoadMetadataType.java,0,0,0,0,0,0,0,52,1,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.underfs$UnderFileSystemWithLogging,alluxio/core/common/src/main/java/alluxio/underfs/UnderFileSystemWithLogging.java,0,0,0,31,2,0,0,558,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.util$FormatUtils,alluxio/core/common/src/main/java/alluxio/util/FormatUtils.java,0,6,0,0,0,0,0,230,0,28
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.wire$MountPointInfo,alluxio/core/common/src/main/java/alluxio/wire/MountPointInfo.java,0,0,0,0,0,0,0,159,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$FileSystemMasterClientService,alluxio/core/common/src/main/java/alluxio/thrift/FileSystemMasterClientService.java,0,0,0,0,43,0,0,18553,0,1326
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.protocol.databuffer$DataFileChannel,alluxio/core/common/src/main/java/alluxio/network/protocol/databuffer/DataFileChannel.java,0,0,0,0,0,0,0,47,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.group$CachedGroupMapping,alluxio/core/common/src/main/java/alluxio/security/group/CachedGroupMapping.java,0,0,0,1,1,0,0,87,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception.status$ResourceExhaustedException,alluxio/core/common/src/main/java/alluxio/exception/status/ResourceExhaustedException.java,0,0,0,0,0,0,0,25,3,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.protocol$RPCProtoMessage,alluxio/core/common/src/main/java/alluxio/network/protocol/RPCProtoMessage.java,0,0,0,0,0,0,0,182,1,9
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.job$CommandLineJob,alluxio/core/common/src/main/java/alluxio/job/CommandLineJob.java,0,0,0,3,0,0,0,77,1,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.job$JobConf,alluxio/core/common/src/main/java/alluxio/job/JobConf.java,0,0,0,0,0,0,0,19,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.connection$ThriftClientPool,alluxio/core/common/src/main/java/alluxio/network/connection/ThriftClientPool.java,0,0,0,0,0,0,0,209,1,9
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.authentication$NoSaslTransportProvider,alluxio/core/common/src/main/java/alluxio/security/authentication/NoSaslTransportProvider.java,0,0,0,0,0,0,0,38,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception$UnexpectedAlluxioException,alluxio/core/common/src/main/java/alluxio/exception/UnexpectedAlluxioException.java,0,0,0,0,0,0,0,18,3,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$FileSystemCommand,alluxio/core/common/src/main/java/alluxio/thrift/FileSystemCommand.java,0,0,0,0,1,0,0,478,0,42
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$FileSystemCommandOptions,alluxio/core/common/src/main/java/alluxio/thrift/FileSystemCommandOptions.java,0,0,0,0,1,0,0,272,1,12
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.protocol$RPCBlockWriteResponse,alluxio/core/common/src/main/java/alluxio/network/protocol/RPCBlockWriteResponse.java,0,0,0,0,0,0,0,115,2,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.util$ShellUtils,alluxio/core/common/src/main/java/alluxio/util/ShellUtils.java,0,0,0,0,0,0,0,184,0,3
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$FileSystemMasterWorkerService,alluxio/core/common/src/main/java/alluxio/thrift/FileSystemMasterWorkerService.java,0,0,0,0,14,0,0,4133,0,286
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security$User,alluxio/core/common/src/main/java/alluxio/security/User.java,0,0,0,0,0,0,0,40,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.underfs.options$ListOptions,alluxio/core/common/src/main/java/alluxio/underfs/options/ListOptions.java,0,0,0,0,0,0,0,59,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$TStatus,alluxio/core/common/src/main/java/alluxio/thrift/TStatus.java,0,0,0,0,0,0,0,76,1,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.underfs$UnderFileStatus,alluxio/core/common/src/main/java/alluxio/underfs/UnderFileStatus.java,0,0,0,0,0,0,0,58,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception$BlockInfoException,alluxio/core/common/src/main/java/alluxio/exception/BlockInfoException.java,0,0,0,0,0,0,0,43,3,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$TTtlAction,alluxio/core/common/src/main/java/alluxio/thrift/TTtlAction.java,0,0,0,0,0,0,0,31,1,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.util.io$FileUtils,alluxio/core/common/src/main/java/alluxio/util/io/FileUtils.java,0,0,0,4,0,0,0,254,0,8
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception$FileAlreadyExistsException,alluxio/core/common/src/main/java/alluxio/exception/FileAlreadyExistsException.java,0,0,0,0,0,0,0,52,3,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.protocol$RPCRequest,alluxio/core/common/src/main/java/alluxio/network/protocol/RPCRequest.java,0,0,0,0,0,0,0,1,1,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.resource$ResourcePool,alluxio/core/common/src/main/java/alluxio/resource/ResourcePool.java,0,0,0,0,0,0,0,142,0,9
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.collections$NonUniqueFieldIndex,alluxio/core/common/src/main/java/alluxio/collections/NonUniqueFieldIndex.java,0,0,0,0,1,0,0,167,0,13
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception$WorkerOutOfSpaceException,alluxio/core/common/src/main/java/alluxio/exception/WorkerOutOfSpaceException.java,0,0,0,0,0,0,0,43,3,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.resource$LockResource,alluxio/core/common/src/main/java/alluxio/resource/LockResource.java,0,0,0,0,0,0,0,20,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$LockBlockStatus,alluxio/core/common/src/main/java/alluxio/thrift/LockBlockStatus.java,0,0,0,0,0,0,0,43,1,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$WorkerNetAddress,alluxio/core/common/src/main/java/alluxio/thrift/WorkerNetAddress.java,0,0,0,0,1,0,0,765,0,81
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.protocol$RPCMessage,alluxio/core/common/src/main/java/alluxio/network/protocol/RPCMessage.java,0,0,0,0,0,0,0,187,0,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.collections$UniqueFieldIndex,alluxio/core/common/src/main/java/alluxio/collections/UniqueFieldIndex.java,0,0,0,0,2,0,0,74,0,3
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.util$URIUtils,alluxio/core/common/src/main/java/alluxio/util/URIUtils.java,0,0,0,0,0,0,6,97,0,6
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception.status$UnknownException,alluxio/core/common/src/main/java/alluxio/exception/status/UnknownException.java,0,0,0,0,0,0,0,25,3,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.login$LoginModuleConfigurationUtils,alluxio/core/common/src/main/java/alluxio/security/login/LoginModuleConfigurationUtils.java,0,0,0,0,0,0,0,56,0,7
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.heartbeat$ScheduledTimer,alluxio/core/common/src/main/java/alluxio/heartbeat/ScheduledTimer.java,0,0,0,0,0,0,0,58,0,1
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.authentication$PlainSaslServer,alluxio/core/common/src/main/java/alluxio/security/authentication/PlainSaslServer.java,0,0,0,0,0,0,0,160,0,6
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio$MasterInquireClient,alluxio/core/common/src/main/java/alluxio/MasterInquireClient.java,0,0,0,0,0,0,0,136,0,13
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.metrics$MetricsSystem,alluxio/core/common/src/main/java/alluxio/metrics/MetricsSystem.java,0,0,0,0,0,0,0,246,0,11
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.wire$Capacity,alluxio/core/common/src/main/java/alluxio/wire/Capacity.java,0,0,0,0,0,0,0,62,0,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.protocol$RPCBlockReadRequest,alluxio/core/common/src/main/java/alluxio/network/protocol/RPCBlockReadRequest.java,0,0,0,0,0,0,0,106,2,0
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.network.protocol$RPCResponse,alluxio/core/common/src/main/java/alluxio/network/protocol/RPCResponse.java,0,0,0,0,0,0,0,111,1,3
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.login$LoginModuleConfiguration,alluxio/core/common/src/main/java/alluxio/security/login/LoginModuleConfiguration.java,0,0,0,0,0,0,0,48,1,2
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.exception.status$AlluxioStatusException,alluxio/core/common/src/main/java/alluxio/exception/status/AlluxioStatusException.java,0,0,0,0,0,0,0,258,2,1
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.thrift$FileSystemWorkerClientService,alluxio/core/common/src/main/java/alluxio/thrift/FileSystemWorkerClientService.java,0,0,0,0,17,0,0,7057,0,524
alluxio,c292bf85eddfe2d9ee608f14bfc2c980701dd494,alluxio.security.authentication$AuthenticatedClientUser,alluxio/core/common/src/main/java/alluxio/security/authentication/AuthenticatedClientUser.java,0,0,0,0,0,0,0,57,0,2
