project,commit,coveredClass,coveredClassPath,isSusFlaky,sm_dates,sm_randoms,sm_io,sm_collections,sm_threads,sm_networks,sm_lines,sm_doi,sm_cc
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$CallQueueInfo,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/CallQueueInfo.java,0,0,0,0,0,0,0,53,0,2
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.quotas$RegionServerSpaceQuotaManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/RegionServerSpaceQuotaManager.java,0,0,0,0,0,0,0,186,0,10
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master.assignment$RegionStateStore,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionStateStore.java,0,0,0,1,2,0,0,287,0,19
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.io.hfile$HFileDataBlockEncoderImpl,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFileDataBlockEncoderImpl.java,0,0,0,0,0,0,0,105,0,7
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$FifoRpcScheduler,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/FifoRpcScheduler.java,0,0,0,0,0,0,0,168,1,3
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master.assignment$AssignmentManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/AssignmentManager.java,0,0,0,0,5,5,0,1816,0,138
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master$MetricsMasterWrapperImpl,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/MetricsMasterWrapperImpl.java,0,0,0,0,2,0,0,144,0,10
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$LogRoller,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/LogRoller.java,0,0,0,0,0,0,0,186,1,18
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver.wal$RingBufferTruck,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/RingBufferTruck.java,0,0,0,0,0,0,0,56,0,0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master.assignment$AssignProcedure,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/AssignProcedure.java,0,0,0,0,0,0,0,322,2,29
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.monitoring$MemoryBoundedLogMessageBuffer,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/monitoring/MemoryBoundedLogMessageBuffer.java,0,2,0,0,0,0,0,76,0,2
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver.compactions$DefaultCompactor,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DefaultCompactor.java,0,0,0,0,0,0,0,67,1,0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$CompactionPipeline,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/CompactionPipeline.java,0,0,0,0,0,0,0,271,0,25
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.procedure$ProcedureMember,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/ProcedureMember.java,0,0,0,0,0,0,0,203,0,11
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.procedure$MasterProcedureManagerHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/MasterProcedureManagerHost.java,0,0,0,0,0,0,0,29,1,3
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master.cleaner$ReplicationMetaCleaner,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner/ReplicationMetaCleaner.java,0,0,0,0,2,0,0,142,1,23
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master$MasterFileSystem,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/MasterFileSystem.java,0,0,0,0,0,0,0,391,0,27
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$MetricsHBaseServer,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/MetricsHBaseServer.java,0,0,0,0,0,0,0,95,0,10
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.procedure.flush$MasterFlushTableProcedureManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/flush/MasterFlushTableProcedureManager.java,0,0,0,0,0,2,0,145,2,7
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$RpcExecutor,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcExecutor.java,1,2,0,0,0,2,0,457,0,22
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver.wal$AbstractProtobufLogWriter,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/AbstractProtobufLogWriter.java,0,0,0,0,0,0,0,195,0,11
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$RegionServerAccounting,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionServerAccounting.java,0,0,0,0,0,0,0,215,0,12
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.procedure$RegionServerProcedureManagerHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/RegionServerProcedureManagerHost.java,0,0,0,0,0,0,0,42,1,3
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.util$FSHDFSUtils,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/util/FSHDFSUtils.java,0,0,0,0,0,2,1,283,2,26
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.procedure$ZKProcedureUtil,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/ZKProcedureUtil.java,0,0,0,0,0,0,0,252,1,6
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master.cleaner$CleanerChore,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner/CleanerChore.java,0,0,0,1,1,0,0,444,1,32
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master$SplitLogManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/SplitLogManager.java,0,0,0,0,2,4,0,564,0,47
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.coprocessor$BaseEnvironment,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/coprocessor/BaseEnvironment.java,0,0,0,0,0,2,0,104,0,2
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.procedure.flush$RegionServerFlushTableProcedureManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/flush/RegionServerFlushTableProcedureManager.java,0,0,0,0,1,2,0,283,2,9
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.conf$ConfigurationManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/conf/ConfigurationManager.java,0,0,0,0,1,0,0,65,0,4
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$OperationStatus,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/OperationStatus.java,0,0,0,0,0,0,0,45,0,0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver.wal$WALCoprocessorHost,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALCoprocessorHost.java,0,0,0,4,0,0,0,146,1,2
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$MiniBatchOperationInProgress,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MiniBatchOperationInProgress.java,0,0,0,0,0,0,0,136,0,2
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master.snapshot$SnapshotHFileCleaner,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/SnapshotHFileCleaner.java,0,0,0,0,1,0,0,81,3,1
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$RemoteProcedureResultReporter,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RemoteProcedureResultReporter.java,0,0,0,0,0,2,0,72,1,6
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$NonLazyKeyValueScanner,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/NonLazyKeyValueScanner.java,0,0,0,0,0,0,0,52,0,0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.io.asyncfs$FanOutOneBlockAsyncDFSOutputHelper,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/io/asyncfs/FanOutOneBlockAsyncDFSOutputHelper.java,0,0,0,6,1,2,0,782,0,30
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$FlushLargeStoresPolicy,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/FlushLargeStoresPolicy.java,0,0,0,0,0,0,0,63,2,3
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master$MetricsAssignmentManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/MetricsAssignmentManager.java,0,0,0,0,0,0,0,90,0,0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$SplitLogWorker,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitLogWorker.java,0,0,0,1,0,0,1,144,0,6
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.replication.regionserver$PeerProcedureHandlerImpl,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/PeerProcedureHandlerImpl.java,0,0,0,0,0,0,0,79,0,5
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$CompactedHFilesDischarger,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/CompactedHFilesDischarger.java,0,0,0,0,1,0,0,84,1,8
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master.cleaner$HFileLinkCleaner,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner/HFileLinkCleaner.java,0,0,0,0,0,0,0,70,3,8
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.monitoring$TaskMonitor,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/monitoring/TaskMonitor.java,0,0,0,0,0,1,0,307,0,19
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.util$FSUtils,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/util/FSUtils.java,0,2,0,6,1,4,2,1638,1,103
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master.procedure$MasterProcedureEnv,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/MasterProcedureEnv.java,0,0,0,0,0,0,0,133,0,3
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver.querymatcher$ColumnCount,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/querymatcher/ColumnCount.java,0,0,0,0,0,0,0,81,0,0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase$ZKNamespaceManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ZKNamespaceManager.java,0,0,0,0,0,0,0,164,1,11
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$SecureBulkLoadManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SecureBulkLoadManager.java,0,0,0,0,1,0,0,297,0,27
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$DefaultStoreFileManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultStoreFileManager.java,0,0,0,0,0,0,0,161,0,2
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.wal$AsyncFSWALProvider,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/wal/AsyncFSWALProvider.java,0,0,0,1,0,0,0,69,1,2
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.regionserver$AbstractMemStore,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/AbstractMemStore.java,0,0,0,0,0,0,0,302,0,14
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.master.snapshot$SnapshotManager,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/SnapshotManager.java,0,0,0,0,2,0,0,1082,2,72
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$CallRunner,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/CallRunner.java,0,0,0,0,0,21,0,180,0,16
