formula,metric_name,metric_value
barinel,density,0.042334126708207416
barinel,uniqueness,0.057096247960848286
barinel,entropy_barinel,0.7099413796346016
dstar,density,0.042334126708207416
dstar,uniqueness,0.057096247960848286
dstar,entropy_dstar,-580.6269253909759
ochiai,density,0.042334126708207416
ochiai,uniqueness,0.057096247960848286
ochiai,entropy_ochiai,10.304507811924989
tarantula,density,0.042334126708207416
tarantula,uniqueness,0.057096247960848286
tarantula,entropy_tarantula,5.662234695286773
barinel,density,0.019599900759996153
barinel,uniqueness,0.013655627060116152
barinel,entropy_barinel,3.9836666060061177
dstar,density,0.019599900759996153
dstar,uniqueness,0.013655627060116152
dstar,entropy_dstar,-4822.154691264599
ochiai,density,0.019599900759996153
ochiai,uniqueness,0.013655627060116152
ochiai,entropy_ochiai,45.014533718778885
tarantula,density,0.019599900759996153
tarantula,uniqueness,0.013655627060116152
tarantula,entropy_tarantula,14.210724239879465
barinel,density,0.016683898268666376
barinel,uniqueness,0.0029255805448893763
barinel,entropy_barinel,18.96565207709749
dstar,density,0.016683898268666376
dstar,uniqueness,0.0029255805448893763
dstar,entropy_dstar,-27038.591458662853
ochiai,density,0.016683898268666376
ochiai,uniqueness,0.0029255805448893763
ochiai,entropy_ochiai,208.32082010573106
tarantula,density,0.016683898268666376
tarantula,uniqueness,0.0029255805448893763
tarantula,entropy_tarantula,55.3412254310006
barinel,density,0.019599900759996153
barinel,uniqueness,0.013655627060116152
barinel,entropy_barinel,3.9836666060061177
dstar,density,0.019599900759996153
dstar,uniqueness,0.013655627060116152
dstar,entropy_dstar,-4822.154691264599
ochiai,density,0.019599900759996153
ochiai,uniqueness,0.013655627060116152
ochiai,entropy_ochiai,45.014533718778885
tarantula,density,0.019599900759996153
tarantula,uniqueness,0.013655627060116152
tarantula,entropy_tarantula,14.210724239879465
barinel,density,0.042334126708207416
barinel,uniqueness,0.057096247960848286
barinel,entropy_barinel,0.7099413796346016
dstar,density,0.042334126708207416
dstar,uniqueness,0.057096247960848286
dstar,entropy_dstar,-580.6269253909759
ochiai,density,0.042334126708207416
ochiai,uniqueness,0.057096247960848286
ochiai,entropy_ochiai,10.304507811924989
tarantula,density,0.042334126708207416
tarantula,uniqueness,0.057096247960848286
tarantula,entropy_tarantula,5.662234695286773
