formula,metric_name,metric_value
barinel,density,0.13781190057524806
barinel,uniqueness,0.030959149499591106
barinel,entropy_barinel,0.0018390721966043914
dstar,density,0.13781190057524806
dstar,uniqueness,0.030959149499591106
dstar,entropy_dstar,239.62114455269995
ochiai,density,0.13781190057524806
ochiai,uniqueness,0.030959149499591106
ochiai,entropy_ochiai,566.48371105394
tarantula,density,0.13781190057524806
tarantula,uniqueness,0.030959149499591106
tarantula,entropy_tarantula,872.9265167890458
barinel,density,0.1761087351338684
barinel,uniqueness,0.1278127812781278
barinel,entropy_barinel,1.2824387649111487E-6
dstar,density,0.1761087351338684
dstar,uniqueness,0.1278127812781278
dstar,entropy_dstar,68.60242239379058
ochiai,density,0.1761087351338684
ochiai,uniqueness,0.1278127812781278
ochiai,entropy_ochiai,137.8937691131416
tarantula,density,0.1761087351338684
tarantula,uniqueness,0.1278127812781278
tarantula,entropy_tarantula,211.22385654300876
