formula,metric_name,metric_value
barinel,density,0.0
barinel,uniqueness,0.0
barinel,entropy_barinel,0.0
dstar,density,0.0
dstar,uniqueness,0.0
dstar,entropy_dstar,0.0
ochiai,density,0.0
ochiai,uniqueness,0.0
ochiai,entropy_ochiai,0.0
tarantula,density,0.0
tarantula,uniqueness,0.0
tarantula,entropy_tarantula,0.0
barinel,density,0.0
barinel,uniqueness,0.0
barinel,entropy_barinel,0.0
dstar,density,0.0
dstar,uniqueness,0.0
dstar,entropy_dstar,0.0
ochiai,density,0.0
ochiai,uniqueness,0.0
ochiai,entropy_ochiai,0.0
tarantula,density,0.0
tarantula,uniqueness,0.0
tarantula,entropy_tarantula,0.0
barinel,density,0.08158534662453391
barinel,uniqueness,0.02767217752630183
barinel,entropy_barinel,0.004614332303628736
dstar,density,0.08158534662453391
dstar,uniqueness,0.02767217752630183
dstar,entropy_dstar,226.67243554093568
ochiai,density,0.08158534662453391
ochiai,uniqueness,0.02767217752630183
ochiai,entropy_ochiai,697.3470397422556
tarantula,density,0.08158534662453391
tarantula,uniqueness,0.02767217752630183
tarantula,entropy_tarantula,563.9012391690927
barinel,density,0.10289290399590106
barinel,uniqueness,0.12124522119060623
barinel,entropy_barinel,3.74844319761152E-4
dstar,density,0.10289290399590106
dstar,uniqueness,0.12124522119060623
dstar,entropy_dstar,51.29860193029372
ochiai,density,0.10289290399590106
ochiai,uniqueness,0.12124522119060623
ochiai,entropy_ochiai,160.1915987599695
tarantula,density,0.10289290399590106
tarantula,uniqueness,0.12124522119060623
tarantula,entropy_tarantula,134.11707845854212
