project,commit,coveredClass,coveredClassPath,dstar,ochiai,tarantula,barinel,uniq_changes,developers,age,isSusFlaky
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$SimpleRpcScheduler,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/SimpleRpcScheduler.java,64.0,0.9428090415820636,0.9814814814814816,0.0304144343365371,47,24,8415588.0,0.0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$BalancedQueueRpcExecutor,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/BalancedQueueRpcExecutor.java,12.0,0.8017837257372732,0.9754601226993864,0.0262112223185275,15,9,14109568.0,1.0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$FastPathBalancedQueueRpcExecutor,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/FastPathBalancedQueueRpcExecutor.java,12.0,0.8017837257372732,0.9754601226993864,0.0262112223185275,6,5,609074.0,1.0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$RpcExecutor$Handler,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcExecutor.java,12.0,0.8017837257372732,0.9754601226993864,0.0262112223185275,28,16,-319217.0,1.0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$FastPathBalancedQueueRpcExecutor$FastPathHandler,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/FastPathBalancedQueueRpcExecutor.java,12.0,0.8017837257372732,0.9754601226993864,0.0262112223185275,6,5,609074.0,0.0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$RpcExecutor$1,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcExecutor.java,8.333333333333334,0.7905694150420948,1.0,1.0,28,16,-319217.0,1.0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$RpcScheduler,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcScheduler.java,1.5238095238095235,0.4,0.5578947368421052,1.161581867017347e-12,15,10,8415588.0,0.0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.ipc$RpcScheduler$Context,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcScheduler.java,1.5238095238095235,0.4,0.5578947368421052,1.161581867017347e-12,15,10,8415588.0,0.0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.monitoring$MonitoredTaskImpl,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/monitoring/MonitoredTaskImpl.java,1.4,0.3865103412619629,0.5769828926905133,6.181417355923679e-12,14,7,609074.0,0.0
hbase,a5b86dd77ad2866b0ab3c1774738ecb15e8719c7,org.apache.hadoop.hbase.monitoring$MonitoredRPCHandlerImpl,hbase/hbase-server/src/main/java/org/apache/hadoop/hbase/monitoring/MonitoredRPCHandlerImpl.java,1.4,0.3865103412619629,0.5769828926905133,6.181417355923679e-12,20,8,609074.0,0.0
