formula,metric_name,metric_value
barinel,density,0.08716424982478307
barinel,uniqueness,0.20034944670937682
barinel,entropy_barinel,0.011725233100343083
dstar,density,0.08716424982478307
dstar,uniqueness,0.20034944670937682
dstar,entropy_dstar,26.86279878452
ochiai,density,0.08716424982478307
ochiai,uniqueness,0.20034944670937682
ochiai,entropy_ochiai,141.80567960193218
tarantula,density,0.08716424982478307
tarantula,uniqueness,0.20034944670937682
tarantula,entropy_tarantula,154.86944400465353
barinel,density,0.16034735812133072
barinel,uniqueness,0.52
barinel,entropy_barinel,3.3377162643047734E-14
dstar,density,0.16034735812133072
dstar,uniqueness,0.52
dstar,entropy_dstar,3.87098467406717
ochiai,density,0.16034735812133072
ochiai,uniqueness,0.52
ochiai,entropy_ochiai,24.966187331849454
tarantula,density,0.16034735812133072
tarantula,uniqueness,0.52
tarantula,entropy_tarantula,28.50503648566414
